epoch,step,test_brand_accuracy,test_brand_f1,test_cat_accuracy,test_cat_f1,test_exact_match_ratio,test_loss,train_brand_accuracy,train_brand_f1,train_brand_loss,train_cat_accuracy,train_cat_f1,train_cat_loss,train_exact_match_ratio,train_loss,val_brand_accuracy,val_brand_f1,val_cat_accuracy,val_cat_f1,val_exact_match_ratio,val_loss
0,49,,,,,,,,,2.4485459327697754,,,1.7962841987609863,,4.244830131530762,,,,,,
0,99,,,,,,,,,2.2634968757629395,,,0.20395201444625854,,2.4674489498138428,,,,,,
0,149,,,,,,,,,0.7796812653541565,,,0.8679231405258179,,1.6476044654846191,,,,,,
0,199,,,,,,,,,0.906481146812439,,,1.6817893981933594,,2.588270664215088,,,,,,
0,249,,,,,,,,,1.7780849933624268,,,0.5163128972053528,,2.2943978309631348,,,,,,
0,299,,,,,,,,,0.3751511573791504,,,0.9939102530479431,,1.3690614700317383,,,,,,
0,349,,,,,,,,,0.5827126502990723,,,2.1056389808654785,,2.688351631164551,,,,,,
0,399,,,,,,,,,0.6898289322853088,,,0.39332079887390137,,1.0831496715545654,,,,,,
0,449,,,,,,,,,0.5334122776985168,,,1.0510380268096924,,1.5844502449035645,,,,,,
0,499,,,,,,,,,1.4786964654922485,,,0.6207783222198486,,2.0994749069213867,,,,,,
0,549,,,,,,,,,0.5630161762237549,,,1.010574460029602,,1.573590636253357,,,,,,
0,599,,,,,,,,,0.4363543391227722,,,1.064929485321045,,1.501283884048462,,,,,,
0,649,,,,,,,,,0.38679736852645874,,,2.3355257511138916,,2.722323179244995,,,,,,
0,699,,,,,,,,,1.0449035167694092,,,0.4815358519554138,,1.5264394283294678,,,,,,
0,749,,,,,,,,,0.6354190707206726,,,1.0425584316253662,,1.6779775619506836,,,,,,
0,799,,,,,,,,,0.30649736523628235,,,0.2728796601295471,,0.5793770551681519,,,,,,
0,849,,,,,,,,,0.38082846999168396,,,0.8586090803146362,,1.2394375801086426,,,,,,
