epoch,step,test_brand_accuracy,test_brand_f1,test_cat_accuracy,test_cat_f1,test_exact_match_ratio,test_loss,train_brand_accuracy,train_brand_f1,train_brand_loss,train_cat_accuracy,train_cat_f1,train_cat_loss,train_exact_match_ratio,train_loss,val_brand_accuracy,val_brand_f1,val_cat_accuracy,val_cat_f1,val_exact_match_ratio,val_loss
0,49,,,,,,,,,1.6686229705810547,,,1.6415120363235474,,3.3101348876953125,,,,,,
0,99,,,,,,,,,1.7940492630004883,,,1.4269304275512695,,3.220979690551758,,,,,,
0,149,,,,,,,,,0.831230640411377,,,0.868775486946106,,1.700006127357483,,,,,,
0,199,,,,,,,,,1.4266366958618164,,,1.6159178018569946,,3.0425543785095215,,,,,,
0,249,,,,,,,,,0.9007185101509094,,,0.33528706431388855,,1.2360055446624756,,,,,,
0,299,,,,,,,,,1.1587506532669067,,,0.8540877103805542,,2.012838363647461,,,,,,
0,349,,,,,,,,,0.8952966332435608,,,1.0633596181869507,,1.9586563110351562,,,,,,
0,399,,,,,,,,,0.7405903935432434,,,0.4149429202079773,,1.1555333137512207,,,,,,
0,449,,,,,,,,,0.6996007561683655,,,1.4369385242462158,,2.1365392208099365,,,,,,
0,499,,,,,,,,,0.3192603886127472,,,0.90936678647995,,1.2286272048950195,,,,,,
0,549,,,,,,,,,0.3465728759765625,,,0.9542406797409058,,1.3008135557174683,,,,,,
0,599,,,,,,,,,0.6531937718391418,,,0.4343544840812683,,1.0875482559204102,,,,,,
0,649,,,,,,,,,0.358193039894104,,,0.562119722366333,,0.920312762260437,,,,,,
0,699,,,,,,,,,0.8085324168205261,,,0.8391276597976685,,1.6476600170135498,,,,,,
0,749,,,,,,,,,0.2968476414680481,,,1.1717495918273926,,1.468597173690796,,,,,,
0,799,,,,,,,,,0.517052948474884,,,0.24471962451934814,,0.7617725729942322,,,,,,
0,849,,,,,,,,,0.29173406958580017,,,0.7027506232261658,,0.9944846630096436,,,,,,
0,899,,,,,,,,,0.5277717113494873,,,0.6646522283554077,,1.192423939704895,,,,,,
0,910,,,,,,,,,,,,,,,0.841931939125061,0.7949850559234619,0.8353457450866699,0.535689651966095,0.6926454305648804,0.9831882119178772
0,910,,,,,,,0.7172063589096069,0.6791385412216187,,0.7364160418510437,0.3750384449958801,,0.5271679759025574,,,,,,,
1,949,,,,,,,,,0.46928316354751587,,,0.6671102046966553,,1.1363933086395264,,,,,,
1,999,,,,,,,,,0.4692007899284363,,,0.930034875869751,,1.399235725402832,,,,,,
1,1049,,,,,,,,,0.32122665643692017,,,0.39781832695007324,,0.7190449833869934,,,,,,
1,1099,,,,,,,,,0.20818281173706055,,,0.3028479218482971,,0.5110307335853577,,,,,,
1,1149,,,,,,,,,0.2160278558731079,,,0.4230891466140747,,0.6391170024871826,,,,,,
1,1199,,,,,,,,,0.17538514733314514,,,0.8542227149009705,,1.029607892036438,,,,,,
1,1249,,,,,,,,,0.38807055354118347,,,0.21526440978050232,,0.6033349633216858,,,,,,
1,1299,,,,,,,,,0.79464191198349,,,0.19854657351970673,,0.9931885004043579,,,,,,
1,1349,,,,,,,,,0.4530193507671356,,,0.17391300201416016,,0.6269323825836182,,,,,,
