epoch,step,test_brand_accuracy,test_brand_f1,test_cat_accuracy,test_cat_f1,test_exact_match_ratio,test_loss,train_brand_accuracy,train_brand_f1,train_brand_loss,train_cat_accuracy,train_cat_f1,train_cat_loss,train_exact_match_ratio,train_loss,val_brand_accuracy,val_brand_f1,val_cat_accuracy,val_cat_f1,val_exact_match_ratio,val_loss
0,49,,,,,,,,,2.6658430099487305,,,1.7255595922470093,,4.391402721405029,,,,,,
0,99,,,,,,,,,2.481764078140259,,,1.7567164897918701,,4.238480567932129,,,,,,
0,149,,,,,,,,,2.3092260360717773,,,1.9405817985534668,,4.249807834625244,,,,,,
0,199,,,,,,,,,2.3816301822662354,,,2.2887685298919678,,4.670398712158203,,,,,,
0,249,,,,,,,,,2.664313316345215,,,1.8818546533584595,,4.546167850494385,,,,,,
0,299,,,,,,,,,2.693260431289673,,,2.4938526153564453,,5.187112808227539,,,,,,
0,349,,,,,,,,,3.2404749393463135,,,2.3155975341796875,,5.556072235107422,,,,,,
0,399,,,,,,,,,3.0031909942626953,,,2.009800910949707,,5.012991905212402,,,,,,
0,449,,,,,,,,,2.66373348236084,,,2.3156704902648926,,4.979403972625732,,,,,,
0,499,,,,,,,,,2.6249775886535645,,,2.1237077713012695,,4.748685359954834,,,,,,
0,549,,,,,,,,,2.525722026824951,,,2.5829598903656006,,5.108681678771973,,,,,,
0,599,,,,,,,,,2.725536823272705,,,1.9708925485610962,,4.696429252624512,,,,,,
0,649,,,,,,,,,2.4777541160583496,,,1.958462119102478,,4.436216354370117,,,,,,
0,699,,,,,,,,,2.4823174476623535,,,2.34249210357666,,4.824809551239014,,,,,,
0,749,,,,,,,,,2.623288154602051,,,1.7229140996932983,,4.346202373504639,,,,,,
0,799,,,,,,,,,2.291810989379883,,,2.0232458114624023,,4.315056800842285,,,,,,
0,849,,,,,,,,,2.565126419067383,,,2.0579922199249268,,4.6231184005737305,,,,,,
0,899,,,,,,,,,2.643230676651001,,,1.6537920236587524,,4.297022819519043,,,,,,
0,910,,,,,,,,,,,,,,,0.15038418769836426,0.018675027415156364,0.3018660843372345,0.035672590136528015,0.03732162341475487,4.450839519500732
0,910,,,,,,,0.14956092834472656,0.04799656569957733,,0.278128445148468,0.050734616816043854,,0.032244786620140076,,,,,,,
1,949,,,,,,,,,2.6999385356903076,,,2.0410637855529785,,4.741002082824707,,,,,,
1,999,,,,,,,,,2.3697259426116943,,,1.714695930480957,,4.0844221115112305,,,,,,
1,1049,,,,,,,,,2.3033194541931152,,,1.7327072620391846,,4.036026954650879,,,,,,
1,1099,,,,,,,,,2.273254156112671,,,1.6509078741073608,,3.924161911010742,,,,,,
1,1149,,,,,,,,,2.586662530899048,,,2.5751874446868896,,5.1618499755859375,,,,,,
1,1199,,,,,,,,,2.5046985149383545,,,2.4432356357574463,,4.947934150695801,,,,,,
1,1249,,,,,,,,,2.4039852619171143,,,2.0489821434020996,,4.452967643737793,,,,,,
1,1299,,,,,,,,,2.564890146255493,,,1.505098581314087,,4.06998872756958,,,,,,
1,1349,,,,,,,,,2.2122673988342285,,,2.0549702644348145,,4.267237663269043,,,,,,
1,1399,,,,,,,,,2.8681640625,,,1.6026675701141357,,4.470831871032715,,,,,,
1,1449,,,,,,,,,2.534451484680176,,,2.504379987716675,,5.03883171081543,,,,,,
1,1499,,,,,,,,,2.684468984603882,,,1.8351764678955078,,4.519645690917969,,,,,,
1,1549,,,,,,,,,2.340599775314331,,,1.8709248304367065,,4.211524486541748,,,,,,
1,1599,,,,,,,,,2.376166582107544,,,1.6818283796310425,,4.057994842529297,,,,,,
1,1649,,,,,,,,,2.7766945362091064,,,2.335298776626587,,5.111993312835693,,,,,,
1,1699,,,,,,,,,2.4767560958862305,,,1.8267426490783691,,4.3034987449646,,,,,,
1,1749,,,,,,,,,2.515324115753174,,,1.63137948513031,,4.146703720092773,,,,,,
1,1799,,,,,,,,,2.3032662868499756,,,2.2897982597351074,,4.593064308166504,,,,,,
1,1821,,,,,,,,,,,,,,,0.13611416518688202,0.032681260257959366,0.3699231743812561,0.06994558870792389,0.03951701521873474,4.39959716796875
1,1821,,,,,,,0.1502469778060913,0.04634649306535721,,0.29431942105293274,0.05261622369289398,,0.032381996512413025,,,,,,,
2,1849,,,,,,,,,2.4528350830078125,,,1.8226990699768066,,4.275534152984619,,,,,,
2,1899,,,,,,,,,2.3950159549713135,,,1.8433630466461182,,4.238379001617432,,,,,,
2,1949,,,,,,,,,2.6693766117095947,,,1.8198463916778564,,4.489223003387451,,,,,,
2,1999,,,,,,,,,2.607835292816162,,,1.0129257440567017,,3.620760917663574,,,,,,
2,2049,,,,,,,,,2.355741024017334,,,1.8792871236801147,,4.235028266906738,,,,,,
2,2099,,,,,,,,,2.1018428802490234,,,2.9828739166259766,,5.084716796875,,,,,,
2,2149,,,,,,,,,2.6404976844787598,,,1.6721999645233154,,4.312697410583496,,,,,,
2,2199,,,,,,,,,2.556105613708496,,,1.8187689781188965,,4.374874591827393,,,,,,
2,2249,,,,,,,,,2.2262206077575684,,,2.622399091720581,,4.84861946105957,,,,,,
2,2299,,,,,,,,,2.2862915992736816,,,2.174705982208252,,4.460997581481934,,,,,,
2,2349,,,,,,,,,2.4255900382995605,,,0.9534440636634827,,3.3790340423583984,,,,,,
2,2399,,,,,,,,,2.7490646839141846,,,1.6202651262283325,,4.369329929351807,,,,,,
2,2449,,,,,,,,,1.8816213607788086,,,2.2422399520874023,,4.123861312866211,,,,,,
2,2499,,,,,,,,,2.439786911010742,,,1.487933874130249,,3.927720785140991,,,,,,
2,2549,,,,,,,,,2.962212562561035,,,1.7751203775405884,,4.737332820892334,,,,,,
2,2599,,,,,,,,,1.8322117328643799,,,1.4758118391036987,,3.308023452758789,,,,,,
2,2649,,,,,,,,,2.595672369003296,,,2.317189931869507,,4.912862300872803,,,,,,
2,2699,,,,,,,,,2.314063549041748,,,1.5345606803894043,,3.8486242294311523,,,,,,
2,2732,,,,,,,,,,,,,,,0.2996706962585449,0.20139797031879425,0.4566410481929779,0.11989235132932663,0.11745335161685944,3.7510688304901123
2,2732,,,,,,,0.21830406785011292,0.1203773096203804,,0.36347419023513794,0.08347444236278534,,0.061608124524354935,,,,,,,
3,2749,,,,,,,,,2.2663731575012207,,,2.6103055477142334,,4.876678466796875,,,,,,
3,2799,,,,,,,,,1.6432304382324219,,,1.3624709844589233,,3.0057015419006348,,,,,,
3,2849,,,,,,,,,2.554732322692871,,,2.615818738937378,,5.170551300048828,,,,,,
3,2899,,,,,,,,,1.4979300498962402,,,2.001117467880249,,3.4990475177764893,,,,,,
3,2949,,,,,,,,,1.3182542324066162,,,1.4215673208236694,,2.739821434020996,,,,,,
3,2999,,,,,,,,,2.0350418090820312,,,2.2346038818359375,,4.269645690917969,,,,,,
3,3049,,,,,,,,,1.9908015727996826,,,1.1704915761947632,,3.1612930297851562,,,,,,
3,3099,,,,,,,,,2.7228949069976807,,,2.244856119155884,,4.9677510261535645,,,,,,
3,3149,,,,,,,,,1.6418904066085815,,,1.5355528593063354,,3.177443265914917,,,,,,
3,3199,,,,,,,,,1.6350667476654053,,,1.8884015083312988,,3.523468255996704,,,,,,
3,3249,,,,,,,,,2.171696186065674,,,2.0488784313201904,,4.220574378967285,,,,,,
3,3299,,,,,,,,,1.4822300672531128,,,1.1536191701889038,,2.6358492374420166,,,,,,
3,3349,,,,,,,,,1.749314308166504,,,0.8246272206306458,,2.573941469192505,,,,,,
3,3399,,,,,,,,,2.0551834106445312,,,1.3051493167877197,,3.360332727432251,,,,,,
3,3449,,,,,,,,,1.642788290977478,,,1.1644222736358643,,2.8072104454040527,,,,,,
3,3499,,,,,,,,,2.1591756343841553,,,1.4856830835342407,,3.6448588371276855,,,,,,
3,3549,,,,,,,,,1.1785316467285156,,,1.865621566772461,,3.0441532135009766,,,,,,
3,3599,,,,,,,,,1.3395134210586548,,,1.5118765830993652,,2.8513898849487305,,,,,,
3,3643,,,,,,,,,,,,,,,0.44566410779953003,0.3855569362640381,0.5565313100814819,0.17839856445789337,0.2513721287250519,3.1176536083221436
3,3643,,,,,,,0.36663007736206055,0.2952790856361389,,0.47036224603652954,0.16149377822875977,,0.173435777425766,,,,,,,
4,3649,,,,,,,,,1.6275875568389893,,,1.2932027578353882,,2.920790195465088,,,,,,
4,3699,,,,,,,,,1.3120344877243042,,,1.172736406326294,,2.4847707748413086,,,,,,
4,3749,,,,,,,,,1.691028118133545,,,1.7197014093399048,,3.41072940826416,,,,,,
4,3799,,,,,,,,,2.0730388164520264,,,1.7961304187774658,,3.869169235229492,,,,,,
4,3849,,,,,,,,,2.3847155570983887,,,1.4573283195495605,,3.842043876647949,,,,,,
4,3899,,,,,,,,,1.8042211532592773,,,1.0285450220108032,,2.832766056060791,,,,,,
4,3949,,,,,,,,,1.6662492752075195,,,1.2468457221984863,,2.913094997406006,,,,,,
4,3999,,,,,,,,,1.3506174087524414,,,1.511952519416809,,2.862569808959961,,,,,,
4,4049,,,,,,,,,1.8405042886734009,,,1.6734580993652344,,3.5139622688293457,,,,,,
4,4099,,,,,,,,,1.3380277156829834,,,1.1344835758209229,,2.4725112915039062,,,,,,
4,4149,,,,,,,,,1.2753620147705078,,,0.904165506362915,,2.179527521133423,,,,,,
4,4199,,,,,,,,,1.9868428707122803,,,1.475311279296875,,3.4621541500091553,,,,,,
4,4249,,,,,,,,,1.4684364795684814,,,1.0921462774276733,,2.5605826377868652,,,,,,
4,4299,,,,,,,,,1.94925856590271,,,1.3552277088165283,,3.3044862747192383,,,,,,
4,4349,,,,,,,,,1.4435349702835083,,,0.6052417159080505,,2.048776626586914,,,,,,
4,4399,,,,,,,,,1.3947663307189941,,,1.1234893798828125,,2.5182557106018066,,,,,,
4,4449,,,,,,,,,2.1389427185058594,,,1.7135313749313354,,3.8524742126464844,,,,,,
4,4499,,,,,,,,,1.2026296854019165,,,1.3239012956619263,,2.5265309810638428,,,,,,
4,4549,,,,,,,,,1.8345037698745728,,,1.5544006824493408,,3.388904571533203,,,,,,
4,4554,,,,,,,,,,,,,,,0.5488474369049072,0.4879646301269531,0.585071325302124,0.2839025855064392,0.3282107710838318,2.6172235012054443
4,4554,,,,,,,0.4903951585292816,0.4264804720878601,,0.5444566607475281,0.22274532914161682,,0.2633095383644104,,,,,,,
5,4599,,,,,,,,,0.7799496054649353,,,1.6425226926803589,,2.4224722385406494,,,,,,
5,4649,,,,,,,,,1.0940837860107422,,,1.6029624938964844,,2.6970462799072266,,,,,,
5,4699,,,,,,,,,2.209437370300293,,,1.627896785736084,,3.837334156036377,,,,,,
5,4749,,,,,,,,,0.9148396849632263,,,0.8306259512901306,,1.745465636253357,,,,,,
5,4799,,,,,,,,,1.013601541519165,,,1.1059802770614624,,2.119581699371338,,,,,,
5,4849,,,,,,,,,1.4275263547897339,,,1.1186137199401855,,2.546140193939209,,,,,,
5,4899,,,,,,,,,1.2577710151672363,,,1.5832905769348145,,2.841061592102051,,,,,,
5,4949,,,,,,,,,1.140981912612915,,,2.3216047286987305,,3.4625866413116455,,,,,,
5,4999,,,,,,,,,1.0051987171173096,,,0.6428680419921875,,1.648066759109497,,,,,,
5,5049,,,,,,,,,0.8737770318984985,,,1.0780302286148071,,1.9518072605133057,,,,,,
5,5099,,,,,,,,,1.234765887260437,,,2.0314221382141113,,3.266188144683838,,,,,,
5,5149,,,,,,,,,0.9344977140426636,,,1.8899527788162231,,2.8244504928588867,,,,,,
5,5199,,,,,,,,,1.3703117370605469,,,0.7972775101661682,,2.1675891876220703,,,,,,
5,5249,,,,,,,,,1.1229438781738281,,,1.427879810333252,,2.55082368850708,,,,,,
5,5299,,,,,,,,,1.4318757057189941,,,1.3588790893554688,,2.790754795074463,,,,,,
5,5349,,,,,,,,,1.220414161682129,,,1.8124066591262817,,3.032820701599121,,,,,,
5,5399,,,,,,,,,1.304895043373108,,,1.482121229171753,,2.7870163917541504,,,,,,
5,5449,,,,,,,,,1.2920035123825073,,,1.480674147605896,,2.7726776599884033,,,,,,
5,5465,,,,,,,,,,,,,,,0.5905598402023315,0.5109269618988037,0.6311745047569275,0.30751824378967285,0.3721185624599457,2.3295934200286865
5,5465,,,,,,,0.587266743183136,0.5352938175201416,,0.6012623310089111,0.2793113887310028,,0.35565313696861267,,,,,,,
6,5499,,,,,,,,,1.927080750465393,,,0.6745527982711792,,2.6016335487365723,,,,,,
6,5549,,,,,,,,,1.097415804862976,,,1.5587362051010132,,2.6561520099639893,,,,,,
6,5599,,,,,,,,,1.6257197856903076,,,0.5520822405815125,,2.177802085876465,,,,,,
6,5649,,,,,,,,,0.5700209736824036,,,0.7597769498825073,,1.3297979831695557,,,,,,
6,5699,,,,,,,,,1.330639123916626,,,1.277052640914917,,2.607691764831543,,,,,,
6,5749,,,,,,,,,0.23958420753479004,,,1.1811013221740723,,1.4206855297088623,,,,,,
6,5799,,,,,,,,,1.0010948181152344,,,1.876374363899231,,2.877469062805176,,,,,,
6,5849,,,,,,,,,0.3864404559135437,,,0.5418078303337097,,0.9282482862472534,,,,,,
6,5899,,,,,,,,,0.6088439226150513,,,0.7706193327903748,,1.3794631958007812,,,,,,
6,5949,,,,,,,,,0.33181309700012207,,,1.1360814571380615,,1.4678945541381836,,,,,,
6,5999,,,,,,,,,1.0838814973831177,,,1.3067091703414917,,2.3905906677246094,,,,,,
6,6049,,,,,,,,,1.4517520666122437,,,2.34414005279541,,3.7958922386169434,,,,,,
6,6099,,,,,,,,,0.5893415808677673,,,1.1640058755874634,,1.753347396850586,,,,,,
6,6149,,,,,,,,,0.6105254888534546,,,0.6268019676208496,,1.2373274564743042,,,,,,
6,6199,,,,,,,,,1.0367796421051025,,,0.5936251282691956,,1.6304047107696533,,,,,,
6,6249,,,,,,,,,1.0926827192306519,,,1.1112706661224365,,2.203953266143799,,,,,,
6,6299,,,,,,,,,1.2195779085159302,,,1.1778944730758667,,2.397472381591797,,,,,,
6,6349,,,,,,,,,1.1066406965255737,,,1.0770800113677979,,2.183720588684082,,,,,,
6,6376,,,,,,,,,,,,,,,0.6223929524421692,0.5963509678840637,0.6454445719718933,0.3190816044807434,0.40175631642341614,2.1237599849700928
6,6376,,,,,,,0.6418770551681519,0.5940749049186707,,0.6433863639831543,0.32523176074028015,,0.41575193405151367,,,,,,,
7,6399,,,,,,,,,1.0518237352371216,,,1.3134576082229614,,2.365281343460083,,,,,,
7,6449,,,,,,,,,1.1479427814483643,,,0.5237600803375244,,1.6717028617858887,,,,,,
7,6499,,,,,,,,,0.4330091178417206,,,1.2793567180633545,,1.7123658657073975,,,,,,
7,6549,,,,,,,,,0.699519693851471,,,0.6171414852142334,,1.3166611194610596,,,,,,
7,6599,,,,,,,,,1.2490426301956177,,,1.7749881744384766,,3.0240306854248047,,,,,,
7,6649,,,,,,,,,0.6939186453819275,,,0.6567770838737488,,1.3506957292556763,,,,,,
7,6699,,,,,,,,,0.47761255502700806,,,1.0092893838882446,,1.4869019985198975,,,,,,
7,6749,,,,,,,,,0.6497341394424438,,,1.1666420698165894,,1.8163762092590332,,,,,,
7,6799,,,,,,,,,1.7580668926239014,,,0.3675999045372009,,2.125666856765747,,,,,,
7,6849,,,,,,,,,1.1925225257873535,,,1.0443460941314697,,2.2368686199188232,,,,,,
